trial_id	run_path	giga_image	vrb_image	giga_num_false_positives	giga_modes_per_object	is_annotated	vrb_num_false_positives	vrb_modes_per_object	giga_num_objects	vrb_num_objects	num_same
23-12-07-04-17-30_round_000_trial_004	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-30	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-30/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-30/vrb/round_000_trial_002.png			False					
23-12-07-04-17-30_round_000_trial_000	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-30	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-30/grasp_images/round_000_trial_003.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-30/vrb/round_000_trial_003.png			False					
23-12-07-04-17-30_round_000_trial_003	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-30	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-30/grasp_images/round_000_trial_004.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-30/vrb/round_000_trial_004.png			False					
23-12-07-04-17-36_round_000_trial_001	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/vrb/round_000_trial_000.png			False					
23-12-07-04-17-36_round_000_trial_002	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/vrb/round_000_trial_001.png			False					
23-12-07-04-17-36_round_000_trial_004	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/vrb/round_000_trial_002.png			False					
23-12-07-04-17-36_round_000_trial_000	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/grasp_images/round_000_trial_003.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/vrb/round_000_trial_003.png			False					
23-12-07-04-17-36_round_000_trial_003	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/grasp_images/round_000_trial_004.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-36/vrb/round_000_trial_004.png			False					
23-12-07-04-16-08_round_000_trial_000	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/vrb/round_000_trial_000.png			False					
23-12-07-04-16-08_round_000_trial_002	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/vrb/round_000_trial_001.png			False					
23-12-07-04-16-08_round_000_trial_001	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/vrb/round_000_trial_002.png			False					
23-12-07-04-16-08_round_000_trial_003	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/grasp_images/round_000_trial_003.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-08/vrb/round_000_trial_003.png			False					
23-12-07-04-16-15_round_000_trial_001	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/vrb/round_000_trial_000.png			False					
23-12-07-04-16-15_round_000_trial_002	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/vrb/round_000_trial_001.png			False					
23-12-07-04-16-15_round_000_trial_004	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/vrb/round_000_trial_002.png			False					
23-12-07-04-16-15_round_000_trial_000	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/grasp_images/round_000_trial_003.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/vrb/round_000_trial_003.png			False					
23-12-07-04-16-15_round_000_trial_003	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/grasp_images/round_000_trial_004.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-15/vrb/round_000_trial_004.png			False					
23-12-07-04-16-22_round_000_trial_000	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22/vrb/round_000_trial_000.png			False					
23-12-07-04-16-22_round_000_trial_002	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22/vrb/round_000_trial_001.png			False					
23-12-07-04-16-22_round_000_trial_001	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-16-22/vrb/round_000_trial_002.png			False					
23-12-07-04-17-41_round_000_trial_001	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/vrb/round_000_trial_000.png			False					
23-12-07-04-17-41_round_000_trial_005	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/vrb/round_000_trial_001.png			False					
23-12-07-04-17-41_round_000_trial_002	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/vrb/round_000_trial_002.png			False					
23-12-07-04-17-41_round_000_trial_004	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/grasp_images/round_000_trial_003.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/vrb/round_000_trial_003.png			False					
23-12-07-04-17-41_round_000_trial_000	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/grasp_images/round_000_trial_004.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/vrb/round_000_trial_004.png			False					
23-12-07-04-17-41_round_000_trial_003	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/grasp_images/round_000_trial_005.png	/Users/ishangaur/affordance-bench/experiments/23-12-07-04-17-41/vrb/round_000_trial_005.png			False					
