trial_id	run_path	giga_image	vrb_image	is_annotated	corrupted	num_same	giga_pos_modes	giga_dir_modes	giga_num_false_positives	vrb_pos_modes	vrb_dir_modes	vrb_num_false_positives
23-12-08-21-09-26_round_000_trial_001	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-26	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-26/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-26/vrb/round_000_trial_000.png	True	False	1.0	3.0	1.0	0.0	2.0	1.0	0.0
23-12-08-21-09-26_round_000_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-26	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-26/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-26/vrb/round_000_trial_001.png	True	False	1.0	3.0	1.0	0.0	2.0	1.0	0.0
23-12-08-21-09-27_round_000_trial_001	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-27	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-27/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-27/vrb/round_000_trial_000.png	True	False	0.0	0.0	1.0	0.0	1.0	1.0	0.0
23-12-08-21-09-27_round_000_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-27	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-27/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-27/vrb/round_000_trial_001.png	True	False	0.0	0.0	1.0	0.0	1.0	1.0	0.0
23-12-08-21-09-29_round_001_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-29	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-29/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-29/vrb/round_000_trial_000.png	True	False	1.0	2.0	1.0	0.0	1.0	1.0	0.0
23-12-08-21-09-29_round_000_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-29	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-29/grasp_images/round_001_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-29/vrb/round_001_trial_000.png	True	False	0.0	0.0	1.0	0.0	1.0	1.0	0.0
23-12-08-21-09-33_round_001_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-33	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-33/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-33/vrb/round_000_trial_000.png	True	False	0.0	0.0	0.0	0.0	1.0	1.0	0.0
23-12-08-21-09-33_round_000_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-33	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-33/grasp_images/round_001_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-33/vrb/round_001_trial_000.png	True	False	1.0	1.0	1.0	0.0	2.0	1.0	0.0
23-12-08-21-09-34_round_001_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-34	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-34/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-34/vrb/round_000_trial_000.png	True	False	0.0	0.0	0.0	0.0	2.0	1.0	0.0
23-12-08-21-09-34_round_000_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-34	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-34/grasp_images/round_001_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-34/vrb/round_001_trial_000.png	True	False	0.0	0.0	0.0	0.0	2.0	1.0	0.0
23-12-08-21-09-35_round_001_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-35	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-35/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-35/vrb/round_000_trial_000.png	True	False	0.0	0.0	1.0	0.0	1.0	1.0	0.0
23-12-08-21-09-35_round_001_trial_001	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-35	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-35/grasp_images/round_001_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-35/vrb/round_001_trial_000.png	True	False	0.0	0.0	1.0	0.0	1.0	1.0	0.0
23-12-08-21-09-35_round_000_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-35	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-35/grasp_images/round_001_trial_001.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-35/vrb/round_001_trial_001.png	True	False	0.0	0.0	1.0	0.0	1.0	1.0	0.0
23-12-08-21-09-32_round_001_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-32	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-32/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-32/vrb/round_000_trial_000.png	True	False	1.0	1.0	1.0	0.0	1.0	1.0	0.0
23-12-08-21-09-32_round_001_trial_001	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-32	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-32/grasp_images/round_001_trial_000.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-32/vrb/round_001_trial_000.png	True	False	0.0	0.0	1.0	0.0	2.0	1.0	0.0
23-12-08-21-09-32_round_000_trial_000	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-32	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-32/grasp_images/round_001_trial_001.png	/Users/ishangaur/affordance-bench/single_exp/23-12-08-21-09-32/vrb/round_001_trial_001.png	True	False	0.0	0.0	1.0	0.0	3.0	1.0	0.0
