trial_id	run_path	giga_image	vrb_image	is_annotated	corrupted	num_same	giga_pos_modes	giga_dir_modes	giga_num_false_positives	vrb_pos_modes	vrb_dir_modes	vrb_num_false_positives
23-12-08-07-27-13_round_000_trial_003	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13/vrb/round_000_trial_001.png	True	False	0.0	0,0,0,0	1,0,0,0	1.0	2,0,3,1	1,0,2,1	0.0
23-12-08-07-27-13_round_000_trial_001	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13/vrb/round_000_trial_002.png	True	False	1.0	1,1,0	0,1,0	0.0	0,3,1	0,2,2	0.0
23-12-08-07-27-13_round_000_trial_000	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13/grasp_images/round_000_trial_003.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13/vrb/round_000_trial_003.png	True	False	0.0	0,0	1,0	0.0	3,2	1,1	0.0
23-12-08-07-27-13_round_000_trial_002	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13/grasp_images/round_000_trial_004.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-13/vrb/round_000_trial_004.png	True	False	0.0	0,0	1,0	0.0	1,1	2,1	0.0
23-12-08-07-27-22_round_000_trial_000	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-22	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-22/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-22/vrb/round_000_trial_000.png	True	False	0.0	0,0,0,0,0	1,0,0,0,0	1.0	3,0,3,0,3	1,0,3,0,1	0.0
23-12-08-07-27-22_round_000_trial_001	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-22	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-22/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-22/vrb/round_000_trial_001.png	True	False	0.0	0,0,0,0,0	1,0,0,0,0	1.0	3,0,3,2,0	1,0,2,1,0	0.0
23-12-08-07-27-20_round_000_trial_000	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-20	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-20/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-20/vrb/round_000_trial_000.png	True	False	2.0	1,1,0,0,1	0,1,0,0,1	1.0	1,0,0,0,3	1,0,0,0,3	0.0
23-12-08-07-27-20_round_000_trial_001	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-20	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-20/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-20/vrb/round_000_trial_001.png	True	False	3.0	1,1,0,0,1	0,1,0,0,1	1.0	3,3,0,0,2	1,1,0,0,3	1.0
23-12-08-07-27-29_round_000_trial_000	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-29	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-29/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-29/vrb/round_000_trial_000.png	True	False	1.0	0,0,0,1	0,0,0,1	0.0	0,1,3,2	0,1,1,1	0.0
23-12-08-07-27-29_round_000_trial_001	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-29	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-29/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-29/vrb/round_000_trial_001.png	True	False	1.0	0,0,0,1	0,0,0,1	1.0	0,2,3,3	0,2,1,1	0.0
23-12-08-07-27-16_round_000_trial_000	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-16	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-16/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-16/vrb/round_000_trial_000.png	True	False	1.0	0,0,0,1,0	0,0,0,1,0	0.0	0,3,0,1,1	0,2,0,1,1	0.0
23-12-08-07-27-16_round_000_trial_001	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-16	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-16/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-16/vrb/round_000_trial_001.png	True	False	1.0	0,0,0,1	0,0,0,1	0.0	0,3,0,2	0,1,0,2	0.0
23-12-08-07-27-16_round_000_trial_002	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-16	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-16/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-16/vrb/round_000_trial_002.png	True	False	1.0	0,0,0,2	0,0,0,1	0.0	0,3,0,2	0,1,0,1	0.0
23-12-08-07-27-10_round_000_trial_000	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-10	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-10/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-10/vrb/round_000_trial_000.png	True	False	1.0	1,1,0,0,0	0,1,0,0,0	0.0	3,0,2,0,2	1,0,1,0,2	0.0
23-12-08-07-27-10_round_000_trial_001	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-10	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-10/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-10/vrb/round_000_trial_001.png	True	False	0.0	0,0,0,0	1,0,0,0	1.0	1,3,0,2	1,1,0,1	0.0
23-12-08-07-27-10_round_000_trial_002	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-10	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-10/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-10/vrb/round_000_trial_002.png	True	False	2.0	1,1,0,0	1,0,0,0	0.0	1,1,0,1	1,2,0,2	0.0
23-12-08-07-27-26_round_000_trial_000	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-26	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-26/grasp_images/round_000_trial_000.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-26/vrb/round_000_trial_000.png	True	False	0.0	0,0,0,0,0	0,0,0,0,0	1.0	3,2,3,0,0	1,2,2,0,0	0.0
23-12-08-07-27-26_round_000_trial_001	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-26	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-26/grasp_images/round_000_trial_001.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-26/vrb/round_000_trial_001.png	True	False	0.0	0,0,0,0	0,1,0,0	0.0	3,2,3,0	2,2,1,0	0.0
23-12-08-07-27-26_round_000_trial_002	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-26	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-26/grasp_images/round_000_trial_002.png	/Users/ishangaur/affordance-bench/top_exp/23-12-08-07-27-26/vrb/round_000_trial_002.png	True	False	0.0	0,0,0,0	1,0,0,0	0.0	2,1,3,0	1,1,1,0	0.0
